0 1 16 2981 0
1 2 16 1914 3
0 0 16 2519 1
1 1 16 1672 4
0 2 16 2453 0
1 0 16 1507 3
0 1 16 2860 1
1 2 16 1375 4
0 0 16 2288 0
1 1 16 1320 3
0 2 16 2376 1
1 0 16 1199 4
0 1 16 2145 0
1 2 16 1221 3
0 0 16 2167 1
1 1 16 1298 4
0 2 16 2497 0
1 0 16 1430 3
0 1 16 2211 1
1 2 16 1353 4
0 0 16 2035 0
1 1 16 1331 3
0 2 16 2167 1
1 0 16 1276 4
0 1 16 2156 0
1 2 16 1463 3
0 0 16 2123 1
1 1 16 1133 4
0 2 16 2244 0
1 0 16 1122 3
0 1 16 2486 1
1 2 16 1144 4
0 0 16 2387 0
1 1 16 1221 3
0 2 16 2662 1
1 0 16 1067 4
0 1 16 2376 0
1 2 16 1100 3
0 0 16 2321 1
1 1 16 1342 4
0 2 16 2585 0
1 0 16 1243 3
0 1 16 2607 1
1 2 16 1001 4
0 0 16 1892 0
1 1 16 1386 3
0 2 16 2365 1
1 0 16 1111 4
0 1 16 1947 0
1 2 16 1210 3
0 0 16 2145 1
1 1 16 946 4
0 2 16 1958 0
1 0 16 759 3
0 1 16 1408 1
1 2 16 649 4
0 0 16 1155 0
1 1 16 748 3
0 2 16 1232 1
1 0 16 803 4
0 1 16 1210 0
1 2 16 814 3
0 0 16 1166 1
1 1 16 748 4
0 2 16 1199 0
1 0 16 792 3
0 1 16 1166 1
1 2 16 792 4
0 0 16 1177 0
1 1 16 759 3
0 2 16 1166 1
1 0 16 814 4
0 1 16 1155 0
1 2 16 671 3
0 0 16 1177 1
1 1 16 759 4
0 2 16 1177 0
1 0 16 814 3
0 1 16 1166 1
1 2 16 814 4
0 0 16 1166 0
1 1 16 759 3
0 2 16 1199 1
1 0 16 814 4
0 1 16 1177 0
1 2 16 814 3
0 0 16 1166 1
1 1 16 748 4
0 2 16 1188 0
1 0 16 814 3
0 1 16 1177 1
1 2 16 803 4
0 0 16 1155 0
1 1 16 748 3
0 2 16 1199 1
1 0 16 814 4
0 1 16 1155 0
1 2 16 792 3
0 0 16 1177 1
1 1 16 748 4
0 2 16 1177 0
1 0 16 814 3
0 1 16 1166 1
1 2 16 803 4
0 0 16 1331 0
1 1 16 737 3
0 2 16 1177 1
1 0 16 792 4
0 1 16 1144 0
1 2 16 825 3
0 0 16 1177 1
1 1 16 737 4
0 2 16 1364 0
1 0 16 803 3
0 1 16 1166 1
1 2 16 825 4
0 0 16 1155 0
1 1 16 748 3
0 2 16 1177 1
1 0 16 803 4
0 1 16 1144 0
1 2 16 803 3
0 0 16 1364 1
1 1 16 748 4
0 2 16 1199 0
1 0 16 814 3
0 1 16 1166 1
1 2 16 803 4
0 0 16 1166 0
1 1 16 748 3
0 2 16 1353 1
1 0 16 803 4
0 1 16 1155 0
1 2 16 803 3
0 0 16 1144 1
1 1 16 737 4
0 2 16 1188 0
1 0 16 803 3
0 1 16 1166 1
1 2 16 803 4
0 0 16 1166 0
1 1 16 737 3
0 2 16 1177 1
1 0 16 803 4
0 1 16 1144 0
1 2 16 803 3
0 0 16 1155 1
1 1 16 748 4
0 2 16 1177 0
1 0 16 814 3
0 1 16 1166 1
1 2 16 803 4
0 0 16 1155 0
1 1 16 737 3
0 2 16 1177 1
1 0 16 803 4
0 1 16 1155 0
1 2 16 803 3
0 0 16 1144 1
1 1 16 737 4
0 2 16 1188 0
1 0 16 792 3
0 1 16 1166 1
1 2 16 803 4
0 0 16 1155 0
1 1 16 737 3
0 2 16 1177 1
1 0 16 803 4
0 1 16 1144 0
1 2 16 803 3
0 0 16 1177 1
1 1 16 737 4
0 2 16 1177 0
1 0 16 814 3
0 1 16 1166 1
1 2 16 803 4
0 0 16 1177 0
1 1 16 748 3
0 2 16 1177 1
1 0 16 814 4
0 1 16 1155 0
1 2 16 803 3
0 0 16 1177 1
1 1 16 737 4
0 2 16 1188 0
1 0 16 803 3
0 1 16 1166 1
1 2 16 803 4
0 0 16 1166 0
1 1 16 748 3
0 2 16 1177 1
1 0 16 792 4
0 1 16 1155 0
1 2 16 803 3
0 0 16 1177 1
1 1 16 1166 4
0 2 16 1177 0
1 0 16 803 3
0 1 16 1166 1
1 2 16 803 4
0 0 32 2288 0
1 1 32 1408 3
0 2 32 2266 1
1 0 32 1375 4
0 1 32 2387 0
1 2 32 1221 3
0 0 32 2266 1
1 1 32 1573 4
0 2 32 2255 0
1 0 32 1331 3
0 1 32 2222 1
1 2 32 1298 4
0 0 32 2277 0
1 1 32 1529 3
0 2 32 2244 1
1 0 32 1287 4
0 1 32 2200 0
1 2 32 1276 3
0 0 32 2266 1
1 1 32 1551 4
0 2 32 2255 0
1 0 32 1331 3
0 1 32 2200 1
1 2 32 1221 4
0 0 32 2266 0
1 1 32 1375 3
0 2 32 2255 1
1 0 32 1210 4
0 1 32 2376 0
1 2 32 1265 3
0 0 32 2222 1
1 1 32 1386 4
0 2 32 2222 0
1 0 32 1166 3
0 1 32 2189 1
1 2 32 1210 4
0 0 32 2222 0
1 1 32 1419 3
0 2 32 2211 1
1 0 32 1166 4
0 1 32 2134 0
1 2 32 1276 3
0 0 32 2376 1
1 1 32 1375 4
0 2 32 2178 0
1 0 32 1276 3
0 1 32 2134 1
1 2 32 1243 4
0 0 32 2387 0
1 1 32 1353 3
0 2 32 2156 1
1 0 32 1177 4
0 1 32 2123 0
1 2 32 1265 3
0 0 32 2365 1
1 1 32 1276 4
0 2 32 2211 0
1 0 32 1166 3
0 1 32 2156 1
1 2 32 1210 4
0 0 32 2200 0
1 1 32 1342 3
0 2 32 2156 1
1 0 32 1177 4
0 1 32 2145 0
1 2 32 1287 3
0 0 32 2200 1
1 1 32 1287 4
0 2 32 2189 0
1 0 32 1155 3
0 1 32 3091 1
1 2 32 1309 4
0 0 32 2200 0
1 1 32 1276 3
0 2 32 2145 1
1 0 32 1188 4
0 1 32 2123 0
1 2 32 1320 3
0 0 32 2200 1
1 1 32 1276 4
0 2 32 2189 0
1 0 32 1155 3
0 1 32 2101 1
1 2 32 1243 4
0 0 32 2387 0
1 1 32 1155 3
0 2 32 2178 1
1 0 32 1177 4
0 1 32 2123 0
1 2 32 1287 3
0 0 32 2365 1
1 1 32 1331 4
0 2 32 2200 0
1 0 32 1155 3
0 1 32 2134 1
1 2 32 1221 4
0 0 32 2365 0
1 1 32 1276 3
0 2 32 4037 1
1 0 32 1859 4
0 1 32 3454 0
1 2 32 2024 3
0 0 32 3575 1
1 1 32 1661 4
0 2 32 3696 0
1 0 32 2079 3
0 1 32 3377 1
1 2 32 1782 4
0 0 32 3399 0
1 1 32 2189 3
0 2 32 3839 1
1 0 32 2024 4
0 1 32 3938 0
1 2 32 2211 3
0 0 32 3762 1
1 1 32 2244 4
0 2 32 3927 0
